2019-01-01T00:00:00.000,Bangkok,0.40694470198814414,0.6369601578195282
2019-01-01T00:00:00.000,Lopburi,0.008795372658785695,0.01183186072959496
2019-01-01T00:00:00.000,Phra Nakhon Si Ayutthaya,0.23109584858330973,0.267235687029533
2019-01-01T00:00:00.000,Saraburi,0.02816113030554537,0.03335346042151873
2019-01-01T00:00:00.000,Chainat,0.007069416867957457,0.008743491502112191
2019-01-01T00:00:00.000,Nakhon Pathom,0.039509366546552425,0.04132555517427325
2019-01-01T00:00:00.000,Sing Buri,0.0050163841579351914,0.00560264329837667
2019-01-01T00:00:00.000,Ang Thong,0.050731529246760235,0.04353751798288786
2019-01-01T00:00:00.000,Nonthaburi,0.093825779925058,0.19925296727465777
2019-01-01T00:00:00.000,Pathum Thani,0.260948584410296,0.3370355936606911
2019-01-01T00:00:00.000,Samut Prakan,0.5122402435323943,0.6127431894397066
2019-01-01T00:00:00.000,Samut Sakhon,0.003853441095439027,0.0044379597543923646
2019-01-01T00:00:00.000,Chachoengsao,0.013796138116684785,0.01631622064445658
2019-01-01T00:00:00.000,Ratchaburi,0.019256470986296736,0.02406613186373636
2019-01-01T00:00:00.000,Kanchanaburi,0.06004906355550066,0.0953416321911582
2019-01-01T00:00:00.000,Samut Songkhram,0.018830142105863167,0.021279679935059286
2019-01-01T00:00:00.000,Suphan Buri,0.007407376017560736,0.005557720309263551
2019-01-01T00:00:00.000,Phetchaburi,0.09851416753307532,0.24483645406048757
2019-01-01T00:00:00.000,Prachuap Khiri Khan,0.20025287457045748,0.3297542009533701
2019-01-01T00:00:00.000,Chonburi,0.5969527365956263,0.8577797533377903
2019-01-01T00:00:00.000,Chanthaburi,0.027055094222204937,0.05775151572565366
2019-01-01T00:00:00.000,Trat,0.3636817739878154,0.5658203181524392
2019-01-01T00:00:00.000,Nakhon Nayok,0.008812184926714626,0.007465963987703118
2019-01-01T00:00:00.000,Prachinburi,0.0713912731307725,0.08035834180590458
2019-01-01T00:00:00.000,Rayong,0.10631043421208308,0.18682275263713297
2019-01-01T00:00:00.000,Sa Kaeo,0.173315778143789,0.16834594222833563
2019-01-01T00:00:00.000,Phuket,0.7883995277907896,0.913776519026464
2019-01-01T00:00:00.000,Phatthalung,0.006624112767831912,0.01384292962717847
2019-01-01T00:00:00.000,Trang,0.139976398123363,0.17636942471363665
2019-01-01T00:00:00.000,Ranong,0.06363898812745841,0.12367663825397687
2019-01-01T00:00:00.000,Chumphon,0.09080768471722883,0.09960552268244575
2019-01-01T00:00:00.000,Pattani,0.0068447486554957995,0.008591282375236892
2019-01-01T00:00:00.000,Yala,0.8194360561678997,0.8432965266319753
2019-01-01T00:00:00.000,Nakhon Si Thammarat,0.02853795688847235,0.02783154714130589
2019-01-01T00:00:00.000,Narathiwat,0.6359558316080055,0.7400723489005406
2019-01-01T00:00:00.000,Krabi,0.6712197455615011,0.7243468983723982
2019-01-01T00:00:00.000,Songkhla,0.3130709641113804,0.4479900786208058
2019-01-01T00:00:00.000,Phang Nga,0.7175268612686798,0.8466280439322607
2019-01-01T00:00:00.000,Surat Thani,0.6605711283836526,0.8687169487718726
2019-01-01T00:00:00.000,Satun,0.09520355039685927,0.05742913555590858
2019-01-01T00:00:00.000,Kamphaeng Phet,0.030072157052444873,0.046419437340153455
2019-01-01T00:00:00.000,Chiang Rai,0.14830649626840153,0.17983871471104093
2019-01-01T00:00:00.000,Chiang Mai,0.2828079394370013,0.36102350595020916
2019-01-01T00:00:00.000,Phichit,0.009043024285647695,0.006605989430416911
2019-01-01T00:00:00.000,Nakhon Sawan,0.033393739529885266,0.024824824824824825
2019-01-01T00:00:00.000,Tak,0.023363983215671996,0.02827788649706458
2019-01-01T00:00:00.000,Phitsanulok,0.05867783946667767,0.07376651715359438
2019-01-01T00:00:00.000,Phayao,0.04293832877288992,0.031165858912224016
2019-01-01T00:00:00.000,Phetchabun,0.008436526761256844,0.006914955331244924
2019-01-01T00:00:00.000,Phrae,0.10787426007256062,0.1813669957382532
2019-01-01T00:00:00.000,Lampang,0.09165545316731677,0.15774581466635226
2019-01-01T00:00:00.000,Lamphun,0.05579308121681003,0.0691756079150267
2019-01-01T00:00:00.000,Mae Hong Son,0.2282000163858317,0.373452565170813
2019-01-01T00:00:00.000,Uttaradit,0.007822362848970069,0.008721389108129439
2019-01-01T00:00:00.000,Uthai Thani,0.0037957346898845625,0.007994831624000645
2019-01-01T00:00:00.000,Sukhothai,0.2856772959945824,0.4079359154727382
2019-01-01T00:00:00.000,Nan,0.019393043493563515,0.03226578868602215
2019-01-01T00:00:00.000,Kalasin,0.008400251041985163,0.012356199403493822
2019-01-01T00:00:00.000,Khon Kaen,0.012468543204315504,0.01282232890008132
2019-01-01T00:00:00.000,Chaiyaphum,0.0052751838599945635,0.010046885465505693
2019-01-01T00:00:00.000,Nakhon Phanom,0.07127175111451992,0.045353631462099586
2019-01-01T00:00:00.000,Nakhon Ratchasima,0.02011903962589803,0.038542939518093455
2019-01-01T00:00:00.000,Buriram,0.029569472362486054,0.0226548769771529
2019-01-01T00:00:00.000,Maha Sarakham,0.02538322070215922,0.020614110746938072
2019-01-01T00:00:00.000,Mukdahan,0.06666361535116827,0.08398427396409912
2019-01-01T00:00:00.000,Roi Et,0.009827632991588113,0.015317098356423716
2019-01-01T00:00:00.000,Loei,0.013071033101660972,0.021345776238836222
2019-01-01T00:00:00.000,Sisaket,0.013092857412368411,0.02168268893410989
2019-01-01T00:00:00.000,Surin,0.02683809296923856,0.033878268892541016
